FOLIO,P1_1,P1_2_1,P1_2_2,P1_3,P1_4_1,P1_4_2,P1_4_3,P1_4_4,P1_4_5,P1_4_6,P4_1_1,P4_1_2,P4_1_3,ENT,FACTOR
464,5,3,2,1,2,1,1,2,1,1,1,1,1,15,7284
465,2,1,1,2,,,,,,,,,,15,4670
466,4,2,2,2,,,,,,,,,,32,167
467,3,2,1,2,,,,,,,,,,4,165
468,2,1,1,2,,,,,,,,,,17,527
469,4,0,4,1,1,1,1,1,1,1,1,1,1,20,641
470,4,2,2,1,2,2,1,2,1,2,1,2,2,32,417
471,3,2,1,1,2,1,1,2,1,1,1,1,3,29,392
472,9,2,7,1,2,2,2,2,2,2,1,1,1,12,1663
473,1,0,1,2,,,,,,,,,,16,2252
474,2,1,1,2,,,,,,,,,,22,798
475,5,1,4,1,1,1,1,2,1,1,1,1,1,5,1405
476,5,3,2,1,1,1,1,2,1,1,1,1,2,29,297
477,5,2,3,1,2,2,1,2,2,1,1,1,1,2,2012
478,1,1,0,2,,,,,,,,,,12,2010
479,4,3,1,1,1,2,1,2,1,1,1,1,3,31,533
480,4,1,3,2,,,,,,,,,,14,1885
481,3,2,1,1,2,2,1,2,1,2,2,2,2,14,2735
482,1,1,0,2,,,,,,,,,,7,2631
483,7,4,3,1,1,2,1,2,1,1,2,3,2,26,1499
484,2,0,2,2,,,,,,,,,,21,1568
485,4,2,2,1,2,1,1,2,1,1,1,1,2,21,1155
486,3,1,2,1,2,1,1,2,1,1,1,2,3,23,920
487,3,1,2,1,2,1,1,1,1,1,1,1,1,16,2507
488,2,2,0,1,2,1,1,1,1,1,1,1,2,6,317
489,1,1,0,2,,,,,,,,,,26,1686
490,3,1,2,2,,,,,,,,,,16,838
491,2,1,1,1,2,1,1,2,1,1,1,2,1,11,2456
492,6,4,2,2,,,,,,,,,,9,1632
493,4,3,1,1,1,1,1,2,1,1,2,3,2,26,740
494,3,0,3,1,2,2,1,2,1,2,2,2,2,8,1432
495,2,1,1,2,,,,,,,,,,32,324
496,4,2,2,1,2,2,1,2,1,1,2,3,1,26,765
497,5,2,3,1,1,1,1,2,1,1,2,1,2,30,4635
498,5,3,2,1,1,1,1,1,1,1,2,1,1,11,2617
499,2,1,1,2,,,,,,,,,,20,738
500,5,2,3,1,2,1,1,1,1,1,2,2,1,21,1495
501,4,2,2,1,1,1,1,1,1,1,1,1,2,17,527
502,5,3,2,1,2,2,1,1,1,1,1,1,2,31,889
503,1,1,0,2,,,,,,,,,,16,1938
504,3,2,1,1,2,1,2,1,1,1,2,1,3,12,1160
505,4,0,4,2,,,,,,,,,,14,1943
506,3,2,1,1,2,2,1,2,1,2,1,2,2,15,12015
507,2,1,1,2,,,,,,,,,,24,800
508,4,3,1,2,,,,,,,,,,28,739
509,4,2,2,1,1,1,2,2,1,1,1,1,1,18,356
510,3,2,1,2,,,,,,,,,,32,239
511,3,1,2,1,2,1,1,2,1,1,1,1,1,26,1439
512,1,1,0,2,,,,,,,,,,22,1467
513,6,2,4,1,1,1,1,1,1,1,1,1,1,8,1092
514,6,2,4,1,2,1,1,2,1,1,2,2,3,4,104
515,5,3,2,1,2,2,2,2,2,2,2,1,2,18,575
516,4,3,1,1,2,2,2,2,1,2,1,1,1,18,373
517,2,1,1,2,,,,,,,,,,24,800
518,4,2,2,1,1,1,1,2,1,1,1,1,1,17,1492
519,5,4,1,1,2,2,1,2,1,1,1,1,1,32,396
520,5,3,2,1,2,2,1,2,1,1,1,1,1,26,1514
521,3,2,1,2,,,,,,,,,,27,348
522,2,1,1,2,,,,,,,,,,15,4670
523,5,2,3,1,1,1,1,2,1,1,2,2,3,21,853
524,1,0,1,1,2,2,1,2,1,1,1,1,1,12,4862
525,3,1,2,1,2,1,2,2,1,1,2,2,2,26,721
526,2,2,0,2,,,,,,,,,,6,253
527,5,1,4,1,2,2,2,2,1,2,2,1,1,16,1718
528,1,0,1,2,,,,,,,,,,22,1656
529,3,1,2,1,2,2,1,2,1,2,1,1,2,29,320
530,3,2,1,1,2,2,1,1,1,1,3,3,3,29,444
531,3,2,1,1,2,1,1,1,1,1,1,2,2,1,601
532,1,0,1,2,,,,,,,,,,11,3641
533,2,1,1,2,,,,,,,,,,1,441
534,4,2,2,1,1,1,1,2,1,1,1,1,1,24,687
535,4,2,2,1,2,2,1,2,1,1,1,1,3,10,709
536,3,1,2,2,,,,,,,,,,11,1101
537,1,1,0,2,,,,,,,,,,18,754
538,2,1,1,2,,,,,,,,,,8,1261
539,5,2,3,1,2,2,1,2,1,2,1,1,1,12,372
540,3,2,1,2,,,,,,,,,,14,2202
541,4,2,2,1,2,2,1,2,1,1,1,1,3,13,1163
542,7,5,2,1,2,2,1,1,1,1,1,1,1,28,2522
543,2,1,1,2,,,,,,,,,,3,253
544,3,1,2,1,1,2,1,2,1,1,2,2,2,18,236
545,4,2,2,1,2,2,2,2,2,2,2,2,2,11,2629
546,3,2,1,2,,,,,,,,,,32,239
547,4,2,2,2,,,,,,,,,,24,413
548,2,1,1,1,2,2,1,1,1,2,3,1,1,4,468
549,6,4,2,1,2,1,1,2,1,1,1,1,1,29,413
550,6,3,3,1,2,1,2,2,1,1,1,1,3,5,512
551,1,0,1,2,,,,,,,,,,17,1248
552,6,3,3,1,2,1,1,2,1,1,2,1,2,29,206
553,8,5,3,1,2,2,1,2,1,2,2,2,3,11,7789
554,5,2,3,1,2,2,1,1,1,2,1,2,2,16,1720
555,3,1,2,1,1,1,1,1,1,1,1,1,1,20,1903
556,4,3,1,2,,,,,,,,,,23,470
557,2,1,1,1,1,2,1,2,1,1,1,1,1,29,420
558,4,2,2,1,2,2,1,2,1,1,2,1,1,18,275
559,2,1,1,2,,,,,,,,,,14,3074
560,1,0,1,2,,,,,,,,,,7,2512
561,7,2,5,1,2,2,2,2,1,1,1,2,2,21,3295
562,11,5,6,1,2,2,2,2,1,2,1,1,1,29,125
563,2,1,1,2,,,,,,,,,,4,296
564,5,1,4,1,2,2,2,2,1,2,1,1,1,29,321
565,1,0,1,2,,,,,,,,,,20,1766
566,1,0,1,2,,,,,,,,,,13,1938
567,5,3,2,1,2,2,2,2,1,1,1,1,2,4,228
568,2,1,1,1,2,2,1,2,1,2,2,2,4,13,1486
569,2,0,2,2,,,,,,,,,,11,1679
570,3,0,3,1,2,1,1,2,1,1,3,3,1,24,760
571,5,2,3,1,2,2,1,2,1,1,2,1,2,27,978
572,4,2,2,1,2,2,2,2,1,1,2,2,2,20,1058
573,4,2,2,1,2,1,1,2,1,1,1,1,1,27,472
574,2,1,1,2,,,,,,,,,,15,4670
575,1,1,0,2,,,,,,,,,,15,9827
576,1,0,1,2,,,,,,,,,,23,2007
577,3,2,1,1,2,2,1,2,1,2,1,1,1,32,315
578,3,0,3,2,,,,,,,,,,10,286
579,5,2,3,1,1,1,1,2,1,1,2,2,3,1,219
580,2,1,1,2,,,,,,,,,,20,738
581,3,1,2,1,2,1,1,2,1,1,4,4,4,18,259
582,3,2,1,1,2,2,2,2,2,1,2,2,2,21,1871
583,4,2,2,1,2,1,1,2,1,1,1,1,1,18,356
584,4,3,1,2,,,,,,,,,,16,531
585,2,2,0,1,1,1,1,2,1,1,1,1,1,8,1608
586,2,1,1,2,,,,,,,,,,24,800
587,3,1,2,1,2,1,2,2,1,1,1,1,1,32,328
588,4,3,1,1,2,1,1,2,1,1,1,1,1,24,1063
589,3,1,2,1,2,2,2,2,1,2,1,1,1,21,1826
590,4,3,1,1,2,2,2,2,1,1,2,2,2,27,381
591,5,3,2,1,1,2,2,1,1,1,2,2,2,7,670
592,2,1,1,1,2,2,2,2,1,1,2,3,3,19,4184
593,2,1,1,2,,,,,,,,,,13,957
594,2,1,1,2,,,,,,,,,,5,1292
595,4,2,2,1,1,1,1,2,1,1,1,1,2,31,751
596,1,0,1,2,,,,,,,,,,23,2007
597,2,1,1,2,,,,,,,,,,23,982
598,2,1,1,2,,,,,,,,,,5,1292
599,1,0,1,2,,,,,,,,,,6,416
600,4,3,1,1,2,2,1,2,1,1,2,2,2,29,176
601,3,2,1,1,2,2,1,2,1,1,1,1,1,18,347
602,5,3,2,1,2,1,1,2,1,1,1,1,2,13,1134
603,2,1,1,2,,,,,,,,,,20,738
604,4,3,1,1,2,1,1,2,1,1,1,1,2,3,372
605,3,2,1,1,2,2,1,1,1,1,1,1,3,1,396
606,2,1,1,2,,,,,,,,,,13,957
607,4,1,3,1,2,1,1,2,1,1,1,1,1,7,1151
608,6,3,3,1,2,2,1,2,1,1,1,1,1,10,378
609,4,4,0,2,,,,,,,,,,14,1721
610,3,2,1,1,2,1,1,2,1,1,1,1,4,27,478
611,2,1,1,2,,,,,,,,,,32,324
612,3,2,1,2,,,,,,,,,,16,722
613,4,2,2,1,2,2,1,2,1,2,2,2,2,27,409
614,2,1,1,2,,,,,,,,,,15,4670
615,5,3,2,1,2,2,1,2,2,2,2,3,4,7,1463
616,2,1,1,2,,,,,,,,,,1,441
617,6,2,4,1,2,2,1,1,1,1,1,1,1,15,15814
618,5,1,4,1,2,2,1,2,1,1,1,1,1,18,284
619,6,3,3,1,2,1,1,2,1,1,1,1,1,27,833
620,2,1,1,2,,,,,,,,,,12,839
621,2,1,1,2,,,,,,,,,,32,324
622,5,2,3,1,2,2,2,2,1,1,1,1,2,29,201
623,4,1,3,1,2,2,1,2,1,2,2,2,2,27,975
624,1,1,0,2,,,,,,,,,,29,628
625,2,1,1,2,,,,,,,,,,29,288
626,6,0,6,2,,,,,,,,,,17,53
627,2,1,1,2,,,,,,,,,,26,874
628,7,1,6,1,2,2,1,2,1,1,1,1,1,28,339
629,1,0,1,2,,,,,,,,,,8,2474
630,5,1,4,1,2,1,1,1,1,1,1,1,1,17,752
631,4,1,3,1,2,2,2,2,1,1,1,1,1,20,1236
632,5,3,2,1,2,2,1,2,1,2,1,1,1,10,881
633,3,2,1,1,2,2,1,2,1,1,1,1,1,5,1604
634,4,1,3,1,1,1,1,2,1,1,1,1,2,17,421
635,5,3,2,1,1,1,1,2,1,1,1,2,1,9,4040
636,3,2,1,1,2,2,1,2,1,2,1,1,1,12,889
637,2,1,1,2,,,,,,,,,,21,1468
638,1,0,1,2,,,,,,,,,,18,507
639,2,1,1,2,,,,,,,,,,12,839
640,2,1,1,2,,,,,,,,,,8,1261
641,9,5,4,1,1,1,1,1,1,1,1,1,1,32,890
642,3,2,1,1,2,1,1,2,1,1,1,2,3,5,2744
643,5,1,4,1,2,1,1,1,1,1,1,1,2,14,8438
644,5,2,3,1,2,1,1,1,1,1,1,1,1,10,734
645,4,1,3,1,1,1,1,2,1,1,2,2,2,8,738
646,5,1,4,1,1,1,1,2,1,1,1,1,1,32,508
647,13,9,4,1,2,2,1,2,1,2,1,1,1,11,8490
648,5,4,1,1,2,1,1,1,1,1,1,1,1,1,474
649,3,1,2,1,2,1,1,2,1,1,1,2,1,9,6242
650,3,2,1,1,2,2,1,2,1,1,3,1,1,12,2120
651,6,3,3,1,2,1,1,2,1,1,2,2,2,32,581
652,4,3,1,1,2,1,1,1,1,1,1,1,1,9,2236
653,7,1,6,2,,,,,,,,,,12,97
654,2,1,1,2,,,,,,,,,,24,800
655,1,1,0,2,,,,,,,,,,30,5920
656,6,4,2,1,2,1,1,2,1,1,1,1,1,22,610
657,4,2,2,1,2,1,2,2,1,1,1,1,1,29,254
658,2,1,1,2,,,,,,,,,,11,1790
659,4,2,2,1,2,2,1,2,1,1,2,2,2,20,728
660,4,1,3,1,2,1,1,2,1,1,3,3,1,13,866
661,1,1,0,2,,,,,,,,,,18,754
662,1,1,0,2,,,,,,,,,,7,2631
663,7,5,2,1,2,2,1,1,1,1,1,2,1,2,611
664,4,2,2,1,2,2,2,2,1,2,1,2,3,25,1035
665,1,0,1,2,,,,,,,,,,25,1899
666,2,1,1,2,,,,,,,,,,24,800
667,3,2,1,2,,,,,,,,,,28,1064
668,6,4,2,1,2,2,1,2,1,2,1,1,1,30,4375
669,1,0,1,1,2,1,2,2,1,1,1,1,2,22,1962
670,5,2,3,1,2,2,1,2,1,1,3,3,3,27,643
671,3,1,2,1,2,1,1,1,1,1,1,2,2,31,706
672,1,1,0,2,,,,,,,,,,13,1833
673,2,0,2,1,2,1,2,2,1,1,1,1,1,10,1063
674,3,2,1,1,2,2,2,2,1,1,1,2,2,15,5297
675,4,1,3,1,2,2,2,2,1,2,1,1,1,24,798
676,4,2,2,1,1,1,1,2,1,1,1,1,1,19,2700
677,2,1,1,2,,,,,,,,,,31,804
678,2,0,2,2,,,,,,,,,,3,225
679,2,1,1,2,,,,,,,,,,23,982
680,1,1,0,2,,,,,,,,,,22,1467
681,2,1,1,2,,,,,,,,,,6,228
682,3,2,1,1,1,1,1,1,1,1,1,1,1,1,409
683,2,1,1,2,,,,,,,,,,18,281
684,4,3,1,1,2,2,1,2,1,2,2,3,4,28,5302
685,4,2,2,1,1,1,1,2,1,1,4,4,9,1,489
686,3,1,2,1,2,2,1,2,1,1,1,1,1,2,1258
687,4,2,2,1,2,1,1,2,1,1,1,1,1,30,2342
688,4,3,1,1,2,2,1,2,1,2,1,1,2,8,2782
689,3,1,2,1,1,2,2,2,1,1,2,2,2,20,901
690,6,3,3,1,2,2,2,2,1,2,3,3,2,16,948
691,7,4,3,1,2,2,2,2,1,1,1,1,1,6,154
692,5,3,2,1,2,2,1,2,1,2,1,1,1,22,877
693,2,0,2,2,,,,,,,,,,28,1438
694,5,2,3,1,2,1,1,2,1,1,1,1,1,19,2912
695,2,0,2,2,,,,,,,,,,13,1011
696,2,1,1,1,2,2,1,2,1,1,1,1,1,17,967
697,2,1,1,2,,,,,,,,,,31,804
698,4,2,2,1,2,1,1,1,1,1,1,1,1,23,707
699,2,1,1,2,,,,,,,,,,18,281
700,4,2,2,1,2,1,1,2,1,1,1,1,1,19,1804
701,5,3,2,1,2,2,2,2,1,2,2,2,3,21,3043
702,4,2,2,1,2,1,2,2,1,1,1,1,2,18,317
703,5,1,4,1,2,1,1,2,1,1,1,1,1,18,159
704,2,1,1,2,,,,,,,,,,18,281
705,6,2,4,1,2,1,1,2,1,1,2,2,3,14,16254
706,4,2,2,1,2,1,1,1,1,1,1,2,2,18,377
707,2,1,1,2,,,,,,,,,,8,1261
708,12,4,8,1,2,2,1,2,1,1,1,1,1,29,39
709,3,1,2,1,2,2,1,2,1,1,1,1,1,20,901
710,4,0,4,1,2,2,2,2,1,1,1,1,2,23,1214
711,4,1,3,1,2,2,1,2,1,2,1,1,1,29,208
712,3,1,2,2,,,,,,,,,,21,903
713,1,0,1,2,,,,,,,,,,8,2474
714,4,2,2,1,2,2,1,2,1,2,1,1,1,18,452
715,3,2,1,1,2,2,1,1,1,1,1,3,1,27,495
716,4,1,3,1,2,1,1,1,1,1,1,1,1,7,1328
717,5,3,2,1,2,1,1,2,1,1,1,1,2,7,2134
718,1,1,0,2,,,,,,,,,,24,1565
719,5,2,3,1,2,2,1,2,1,1,2,3,2,30,5507
720,2,1,1,2,,,,,,,,,,18,281
721,5,1,4,1,2,2,2,2,1,2,2,2,2,29,301
722,3,2,1,1,1,2,1,2,1,1,1,1,1,7,1375
723,1,1,0,2,,,,,,,,,,2,2389
724,1,1,0,2,,,,,,,,,,26,1686
725,7,3,4,1,1,2,1,2,1,1,1,1,1,21,4543
726,3,2,1,1,2,2,2,2,1,2,1,1,3,20,845
727,4,3,1,2,,,,,,,,,,17,188
728,4,1,3,1,2,2,1,2,1,1,1,1,3,13,1204
729,2,1,1,2,,,,,,,,,,13,957
730,4,3,1,1,2,2,1,2,1,2,1,1,1,18,390
731,2,2,0,1,1,1,1,1,1,1,4,1,4,18,595
732,2,1,1,2,,,,,,,,,,2,1154
733,6,3,3,1,2,2,2,2,1,2,1,1,1,31,3031
734,5,3,2,1,1,1,1,2,1,1,1,3,4,2,1709
735,2,1,1,2,,,,,,,,,,25,1100
736,2,1,1,2,,,,,,,,,,19,2529
737,3,1,2,1,2,1,1,2,1,1,1,1,1,23,1062
738,1,0,1,2,,,,,,,,,,7,2512
739,2,1,1,2,,,,,,,,,,20,738
740,6,3,3,1,2,2,1,2,1,2,1,1,1,7,913
741,4,1,3,1,1,1,1,2,1,1,1,1,1,6,307
742,6,3,3,1,2,2,1,2,1,1,1,1,2,23,413
743,5,2,3,1,1,2,1,2,1,1,1,1,1,10,707
744,6,2,4,1,2,2,1,1,1,2,4,2,3,5,3323
745,4,3,1,2,,,,,,,,,,7,571
746,2,0,2,2,,,,,,,,,,29,303
747,6,3,3,1,2,2,2,2,1,2,1,1,1,12,5664
748,2,1,1,2,,,,,,,,,,8,1261
749,3,2,1,1,2,2,1,2,1,2,1,1,1,31,1517
750,5,2,3,1,2,1,1,1,1,1,1,1,1,15,3961
751,5,1,4,1,2,1,1,2,1,1,1,1,1,4,578
752,3,2,1,1,2,1,1,1,1,1,1,2,4,6,203
753,3,2,1,2,,,,,,,,,,16,722
754,1,0,1,2,,,,,,,,,,17,1248
755,1,1,0,2,,,,,,,,,,32,696
756,4,2,2,1,2,1,1,1,1,1,1,1,1,28,1813
757,5,2,3,1,2,1,1,1,1,1,1,1,1,11,2477
758,2,1,1,2,,,,,,,,,,18,281
759,2,1,1,1,2,2,1,2,1,1,1,2,2,19,2504
760,4,1,3,1,1,1,1,1,1,1,2,1,1,22,774
761,6,5,1,1,2,2,1,2,1,2,1,1,2,13,1576
762,3,2,1,1,2,2,1,1,1,1,1,1,1,15,4799
763,5,3,2,1,2,1,1,2,1,1,1,1,2,19,2668
764,1,0,1,2,,,,,,,,,,13,1938
765,5,1,4,1,1,2,1,2,1,1,1,1,2,15,2370
766,5,3,2,1,1,1,1,1,1,1,1,1,1,32,308
767,2,0,2,1,1,2,1,2,1,1,1,1,3,22,1059
768,4,2,2,1,2,2,2,2,1,2,1,1,1,25,1338
769,3,1,2,2,,,,,,,,,,10,332
770,5,2,3,1,2,1,2,2,1,1,1,1,1,10,314
771,2,1,1,2,,,,,,,,,,6,228
772,4,2,2,2,,,,,,,,,,10,237
773,4,2,2,1,1,1,1,2,1,1,1,1,1,15,5399
774,4,3,1,1,2,2,1,2,1,2,1,2,1,27,1214
775,5,3,2,1,2,1,1,2,1,1,1,1,1,15,2481
776,4,3,1,1,2,1,2,2,1,1,1,2,1,20,428
777,3,2,1,1,2,2,1,1,1,2,1,1,1,30,3019
778,4,2,2,1,1,1,1,1,1,1,2,2,2,1,470
779,4,3,1,2,,,,,,,,,,11,865
780,5,2,3,1,2,1,1,1,1,1,1,1,1,5,658
781,6,3,3,1,2,1,1,2,1,2,4,4,4,10,2281
782,4,1,3,1,2,2,1,2,1,2,3,3,3,1,2262
783,2,1,1,2,,,,,,,,,,26,874
784,2,1,1,2,,,,,,,,,,21,1468
785,5,3,2,1,2,2,1,2,1,2,1,2,2,18,583
786,4,1,3,1,2,1,1,2,1,1,2,2,4,26,685
787,3,2,1,2,,,,,,,,,,30,1683
788,10,8,2,2,,,,,,,,,,21,98
789,7,2,5,1,2,1,1,2,2,1,1,1,1,17,242
790,2,1,1,2,,,,,,,,,,19,2529
791,4,1,3,1,2,2,1,1,1,2,1,1,2,25,1374
792,3,2,1,1,2,1,1,2,1,1,1,1,1,21,1618
793,2,0,2,1,2,1,1,2,1,1,2,2,2,18,351
794,4,3,1,1,2,1,2,2,1,1,2,2,2,6,333
795,5,3,2,1,1,2,1,2,1,1,1,1,2,29,217
796,3,2,1,1,2,2,1,2,1,2,1,1,2,25,1229
797,2,0,2,1,2,2,2,2,1,2,1,1,1,21,2467
798,4,2,2,1,1,1,1,1,1,1,1,1,1,1,555
799,4,2,2,1,2,1,1,2,1,1,2,3,2,23,1118
800,4,3,1,1,2,2,1,2,1,2,1,1,1,10,1056
801,3,2,1,1,2,2,2,2,1,2,1,1,2,24,1947
802,2,1,1,2,,,,,,,,,,21,1468
803,1,0,1,2,,,,,,,,,,9,8713
804,5,3,2,1,1,2,1,2,1,1,1,1,1,7,1869
805,2,1,1,2,,,,,,,,,,15,4670
806,4,2,2,1,1,1,1,1,1,1,2,2,1,20,1148
807,5,2,3,1,2,2,1,1,1,1,1,1,1,16,2701
808,5,1,4,1,1,2,1,2,1,1,1,1,1,3,305
809,5,3,2,1,2,2,1,2,1,2,2,2,1,29,130
810,5,2,3,1,2,2,1,2,1,1,1,1,1,1,497
811,5,3,2,1,2,2,2,2,1,2,1,1,1,32,485
812,3,1,2,1,1,1,1,2,1,2,1,1,1,18,212
813,1,0,1,2,,,,,,,,,,13,1938
814,5,2,3,1,1,1,1,1,1,1,1,1,1,13,994
815,4,2,2,1,2,2,2,2,1,2,1,2,2,7,907
816,3,2,1,1,2,2,2,2,2,2,3,1,1,12,1764
817,7,3,4,1,2,2,1,2,1,2,1,1,1,21,2588
818,4,3,1,1,2,1,2,2,1,1,1,1,3,18,400
819,2,1,1,2,,,,,,,,,,18,281
820,5,4,1,1,2,2,1,2,1,1,1,1,1,7,462
821,4,2,2,2,,,,,,,,,,3,153
822,5,2,3,2,,,,,,,,,,25,525
823,2,1,1,2,,,,,,,,,,7,1217
824,1,1,0,1,2,2,2,2,1,2,2,1,3,20,2881
825,3,1,2,1,2,1,1,2,1,1,1,1,1,5,1232
826,2,1,1,2,,,,,,,,,,19,2529
827,4,1,3,1,2,2,1,2,1,1,1,3,3,29,177
828,8,2,6,1,2,1,1,2,1,1,1,1,1,12,712
829,2,1,1,1,2,1,1,1,1,1,1,1,1,10,1238
830,8,3,5,1,2,1,1,1,1,1,1,3,3,27,147
831,2,1,1,2,,,,,,,,,,13,957
832,4,2,2,1,2,2,1,2,1,2,1,1,1,5,2323
833,1,0,1,2,,,,,,,,,,28,3731
834,5,1,4,1,2,1,1,1,1,1,1,1,1,27,952
835,2,1,1,1,1,1,1,1,1,1,1,1,2,19,2947
836,4,2,2,1,2,1,1,2,1,1,1,2,1,5,1658
837,5,3,2,1,2,2,1,1,1,1,1,1,2,15,7617
838,5,4,1,1,2,2,1,2,1,1,1,1,1,5,2876
839,2,1,1,2,,,,,,,,,,21,1468
840,5,3,2,1,2,2,1,2,1,2,1,1,1,7,2174
841,3,2,1,2,,,,,,,,,,15,3185
842,5,2,3,1,1,2,1,2,1,1,1,1,1,18,361
843,5,2,3,1,2,2,1,2,1,2,1,1,1,31,830
844,4,3,1,1,1,1,1,2,1,1,1,2,2,11,1650
845,6,3,3,1,2,2,1,2,1,1,1,2,2,5,569
846,4,2,2,1,2,1,2,2,1,1,1,1,1,3,346
847,4,2,2,1,2,1,1,2,1,1,1,1,1,21,1822
848,4,2,2,1,1,1,1,2,1,1,1,1,1,20,869
849,2,1,1,1,2,2,1,2,1,1,1,1,1,8,1607
850,2,1,1,2,,,,,,,,,,25,1100
851,6,2,4,1,2,1,1,2,1,1,1,1,2,25,1552
852,4,2,2,1,1,1,1,2,1,2,1,1,1,21,956
853,1,1,0,2,,,,,,,,,,26,1686
854,2,1,1,2,,,,,,,,,,16,1104
855,4,3,1,1,2,2,1,2,1,2,1,1,1,4,316
856,1,1,0,2,,,,,,,,,,23,1907
857,1,1,0,1,2,2,2,2,2,2,2,3,3,10,2531
858,6,4,2,1,2,2,1,1,1,1,1,1,1,10,2017
859,1,1,0,2,,,,,,,,,,10,1492
860,1,0,1,2,,,,,,,,,,19,4625
861,5,2,3,1,2,2,2,2,1,2,9,1,2,28,2191
862,2,1,1,2,,,,,,,,,,29,288
863,1,1,0,2,,,,,,,,,,7,2631
864,2,1,1,1,1,1,1,2,1,1,1,1,1,17,796
865,7,4,3,2,,,,,,,,,,28,232
866,4,2,2,2,,,,,,,,,,14,1829
867,3,2,1,2,,,,,,,,,,32,239
868,2,1,1,2,,,,,,,,,,28,1726
869,5,2,3,1,1,1,1,1,1,1,1,1,1,27,417
870,3,1,2,1,2,2,1,2,1,1,1,1,2,8,1047
871,1,1,0,2,,,,,,,,,,4,638
872,6,2,4,1,2,2,1,1,1,1,1,4,1,10,910
873,10,5,5,2,,,,,,,,,,29,24
874,5,3,2,1,1,1,1,1,1,1,1,1,1,29,189
875,4,1,3,1,2,1,1,2,1,1,1,1,2,4,301
876,2,1,1,2,,,,,,,,,,32,324
877,3,2,1,1,2,1,1,1,1,1,1,1,1,6,220
878,7,3,4,1,1,2,2,2,1,1,1,1,1,32,142
879,2,1,1,2,,,,,,,,,,29,288
880,4,3,1,1,1,2,2,2,1,1,1,1,2,15,5167
881,3,2,1,1,2,1,1,1,1,1,1,1,1,7,777
882,6,4,2,1,2,2,2,2,1,2,2,2,2,27,2414
883,5,2,3,1,1,1,1,2,1,1,1,1,1,32,646
884,2,1,1,2,,,,,,,,,,21,1468
885,8,6,2,1,1,2,1,2,1,1,1,1,1,9,1752
886,5,2,3,1,1,1,1,2,1,1,2,2,2,25,1346
887,4,2,2,1,1,1,2,2,1,2,2,1,3,20,1193
888,2,2,0,2,,,,,,,,,,16,950
889,5,1,4,1,2,2,1,2,1,1,2,3,2,23,533
890,5,2,3,1,2,2,1,2,1,1,1,3,1,8,3134
891,4,3,1,1,1,1,1,2,1,1,1,1,1,28,908
892,4,2,2,1,1,1,1,2,1,1,2,1,2,3,366
893,5,2,3,1,1,1,1,2,1,1,2,3,2,9,2351
894,4,3,1,2,,,,,,,,,,10,275
895,5,2,3,1,2,1,1,2,1,1,1,1,1,28,2963
896,1,0,1,2,,,,,,,,,,27,1311
897,3,1,2,1,2,2,1,2,1,1,1,1,1,28,1976
898,2,1,1,2,,,,,,,,,,5,1292
899,7,5,2,2,,,,,,,,,,14,1296
900,5,3,2,1,1,1,1,1,1,1,9,9,9,24,1129
901,2,1,1,2,,,,,,,,,,24,800
902,3,2,1,1,2,1,2,2,1,1,1,1,1,4,235
903,2,1,1,1,2,2,1,2,1,2,1,1,1,12,1530
904,7,4,3,1,2,2,2,2,1,2,1,1,2,20,181
905,4,2,2,1,2,2,1,2,1,2,1,1,1,8,1230
906,2,1,1,2,,,,,,,,,,3,253
907,5,2,3,1,2,1,1,2,1,1,1,1,3,27,428
908,6,3,3,1,2,2,1,2,2,1,4,3,4,29,274
909,4,3,1,1,2,2,2,2,1,2,1,1,1,13,935
910,2,0,2,1,2,2,1,2,1,2,1,1,1,11,5311
911,3,1,2,1,2,1,1,2,1,1,1,1,1,10,638
912,5,3,2,1,2,2,1,2,1,2,1,1,1,22,1802
913,4,3,1,1,2,1,1,2,1,1,1,1,3,31,824
914,2,1,1,2,,,,,,,,,,6,228
915,4,2,2,1,2,1,1,2,1,1,1,1,1,14,5699
916,9,4,5,1,2,2,1,2,1,1,1,1,1,18,320
917,2,1,1,2,,,,,,,,,,14,3074
918,5,2,3,1,2,1,1,2,1,1,1,1,1,24,930
919,5,3,2,1,1,1,1,1,1,1,1,1,1,29,130
920,5,2,3,1,2,2,2,2,1,1,1,1,2,31,601
921,6,3,3,1,1,2,2,2,1,1,1,1,3,13,853
922,5,3,2,1,2,2,2,2,1,2,1,1,1,25,1478
923,6,3,3,2,,,,,,,,,,32,115
924,9,6,3,1,2,1,2,2,1,2,1,1,2,4,1437
925,8,4,4,1,2,2,1,2,1,1,2,2,2,21,5494
926,3,1,2,2,,,,,,,,,,2,743
927,3,2,1,1,2,2,1,2,1,2,1,3,1,23,915
928,5,4,1,1,2,1,2,2,1,1,3,2,2,21,1110
929,3,2,1,2,,,,,,,,,,9,2932
930,5,1,4,1,2,1,1,2,1,1,2,1,2,13,1417
931,1,0,1,2,,,,,,,,,,11,3641
932,2,1,1,2,,,,,,,,,,4,296
933,3,1,2,2,,,,,,,,,,10,332
934,7,2,5,1,2,2,2,2,1,1,1,1,4,27,967
935,3,1,2,1,2,2,2,2,1,2,3,2,2,4,354
936,6,2,4,1,2,1,2,2,1,2,1,1,1,25,1597
937,4,2,2,1,2,2,1,2,1,1,2,3,3,16,2895
938,3,2,1,1,2,2,1,2,2,2,2,2,2,9,4871
