FOLIO,P1_1,P1_2_1,P1_2_2,P1_3,P1_4_1,P1_4_2,P1_4_3,P1_4_4,P1_4_5,P1_4_6,P1_5,P4_1_1,P4_1_2,P4_1_3,ENT
13759,5,3,2,1,2,1,2,2,1,2,1,2,2,2,12
13760,4,2,2,2,,,,,,,,,,,13
13761,1,1,0,2,,,,,,,,,,,23
13762,6,4,2,1,2,2,2,2,1,2,1,1,1,1,12
13763,3,2,1,1,2,2,1,2,2,2,1,1,1,1,31
13764,4,3,1,1,2,1,1,2,1,1,,1,2,1,32
13765,3,2,1,1,2,2,2,2,1,2,5,1,1,1,3
13766,2,0,2,2,,,,,,,,,,,19
13767,3,1,2,2,,,,,,,,,,,20
13768,5,2,3,1,2,1,1,2,1,1,,2,2,2,15
13769,2,1,1,2,,,,,,,,,,,17
13770,2,0,2,2,,,,,,,,,,,16
13771,1,0,1,2,,,,,,,,,,,9
13772,4,1,3,1,2,1,1,2,1,1,,1,2,1,16
13773,3,1,2,2,,,,,,,,,,,20
13774,5,3,2,1,1,1,1,1,1,1,,1,1,2,2
13775,2,0,2,2,,,,,,,,,,,22
13776,7,2,5,1,2,2,1,2,1,1,,2,1,1,11
13777,4,2,2,1,2,1,1,2,1,1,,2,1,2,24
13778,3,2,1,1,2,2,2,2,2,2,1,1,1,1,10
13779,10,4,6,1,1,2,1,1,1,1,,1,1,3,22
13780,6,3,3,1,1,2,1,2,1,1,,1,2,2,13
13781,3,1,2,2,,,,,,,,,,,22
13782,1,1,0,1,2,1,1,2,1,1,,1,1,1,26
13783,4,2,2,1,2,2,2,2,1,2,2,1,1,1,29
13784,2,1,1,2,,,,,,,,,,,2
13785,4,2,2,1,1,2,1,2,1,1,,1,1,1,20
13786,3,1,2,1,2,2,1,2,1,1,,1,1,1,20
13787,3,1,2,1,2,2,1,1,1,1,,1,1,1,18
13788,2,1,1,2,,,,,,,,,,,4
13789,3,2,1,1,2,2,1,2,1,1,,1,1,2,31
13790,6,3,3,1,1,1,1,2,1,1,,1,1,1,32
13791,3,2,1,1,1,1,1,2,1,1,,1,1,3,32
13792,6,2,4,1,2,1,2,2,1,1,,2,1,3,23
13793,4,2,2,1,2,2,2,2,1,2,1,1,1,2,30
13794,6,4,2,1,2,1,2,2,1,1,,2,2,3,3
13795,3,1,2,1,2,1,1,2,1,1,,2,1,3,3
13796,5,3,2,1,2,2,2,2,1,2,1,1,1,1,24
13797,4,1,3,1,2,1,1,2,1,1,,2,3,3,19
13798,4,2,2,1,1,2,1,2,1,1,,1,1,2,13
13799,5,4,1,1,2,2,1,2,1,2,1,2,2,2,32
13800,3,2,1,1,1,2,2,2,1,1,,1,1,2,13
13801,2,1,1,2,,,,,,,,,,,26
13802,3,1,2,1,2,1,1,2,1,1,,1,1,1,10
13803,4,2,2,2,,,,,,,,,,,16
13804,4,2,2,1,2,2,2,2,1,1,,1,1,1,17
13805,4,2,2,1,2,2,2,2,1,1,,2,2,2,11
13806,5,1,4,1,1,1,1,2,1,1,,1,1,2,22
13807,3,1,2,1,2,2,2,2,1,1,,1,1,1,2
13808,4,2,2,2,,,,,,,,,,,17
13809,2,1,1,2,,,,,,,,,,,25
13810,1,1,0,2,,,,,,,,,,,14
13811,3,2,1,1,2,1,2,2,1,1,,2,2,2,31
13812,4,1,3,2,,,,,,,,,,,31
13813,2,1,1,2,,,,,,,,,,,19
13814,2,2,0,1,2,2,1,1,1,1,,1,2,2,2
13815,6,3,3,1,1,1,1,1,1,1,,2,1,2,9
13816,3,2,1,1,2,2,1,2,1,1,,1,1,1,2
13817,5,1,4,1,1,1,1,2,1,1,,1,1,1,16
13818,5,3,2,1,1,1,1,2,1,1,,1,2,2,32
13819,5,2,3,1,2,2,2,2,1,1,,1,1,1,5
13820,2,1,1,2,,,,,,,,,,,1
13821,5,2,3,1,2,2,2,2,1,2,1,2,1,1,7
13822,5,2,3,1,1,1,1,2,1,1,,1,2,2,28
13823,2,1,1,2,,,,,,,,,,,13
13824,3,2,1,1,2,1,1,2,1,1,,2,2,2,18
13825,3,1,2,1,2,1,1,2,1,1,,1,2,3,32
13826,5,3,2,1,1,1,1,1,1,1,,1,1,2,26
13827,2,1,1,2,,,,,,,,,,,27
13828,4,2,2,1,1,1,1,1,1,1,,1,1,1,15
13829,2,1,1,2,,,,,,,,,,,6
13830,4,3,1,1,2,2,2,2,1,2,1,2,1,1,18
13831,1,0,1,2,,,,,,,,,,,4
13832,7,1,6,1,2,1,2,2,1,1,,1,2,1,5
13833,8,5,3,2,,,,,,,,,,,17
13834,5,3,2,1,1,1,1,1,1,1,,2,3,2,14
13835,3,2,1,1,2,1,1,2,1,1,,2,2,3,22
13836,4,1,3,1,2,1,1,2,1,1,,1,1,1,30
13837,2,1,1,2,,,,,,,,,,,20
13838,3,1,2,2,,,,,,,,,,,17
13839,1,0,1,2,,,,,,,,,,,32
13840,2,1,1,2,,,,,,,,,,,12
13841,5,2,3,1,2,2,1,2,1,1,,3,2,1,7
13842,10,6,4,1,2,2,1,1,1,1,,1,2,1,13
13843,3,2,1,1,2,1,1,2,1,1,,1,1,1,24
13844,3,1,2,1,2,1,1,2,1,1,,1,1,1,21
13845,3,2,1,2,,,,,,,,,,,18
13846,4,2,2,1,2,2,1,2,1,1,,2,2,2,9
13847,3,2,1,2,,,,,,,,,,,16
13848,3,2,1,1,1,2,1,2,1,1,,1,2,1,20
13849,3,1,2,2,,,,,,,,,,,19
13850,4,1,3,1,2,1,1,2,1,2,1,1,2,1,7
13851,3,1,2,1,1,2,1,2,1,1,,2,1,2,9
13852,4,2,2,1,2,2,1,2,1,1,,2,2,4,32
13853,2,1,1,2,,,,,,,,,,,8
13854,3,1,2,1,2,1,2,2,1,1,,1,1,3,4
13855,4,2,2,1,2,1,2,2,1,1,,2,2,2,29
13856,5,2,3,1,2,1,1,2,1,1,,2,1,4,3
13857,4,3,1,1,2,2,1,2,1,2,2,1,2,2,21
13858,4,2,2,1,2,2,1,2,1,2,1,1,1,2,13
13859,2,1,1,2,,,,,,,,,,,19
13860,2,1,1,2,,,,,,,,,,,15
13861,1,1,0,1,2,2,2,2,1,2,2,1,1,2,7
13862,5,3,2,1,1,2,1,1,1,1,,1,1,1,1
13863,4,3,1,1,1,1,1,1,1,1,,1,1,1,3
13864,6,2,4,1,2,1,1,2,1,1,,1,1,1,10
13865,7,5,2,1,2,2,1,2,1,1,,1,1,2,14
13866,5,3,2,1,1,1,2,2,1,1,,1,1,1,17
13867,7,4,3,1,2,2,2,2,1,2,1,1,2,2,13
13868,2,1,1,2,,,,,,,,,,,30
13869,5,3,2,1,2,1,1,1,1,1,,1,1,1,3
13870,4,2,2,1,2,1,1,2,1,1,,2,3,3,25
13871,1,0,1,2,,,,,,,,,,,24
13872,1,0,1,2,,,,,,,,,,,7
13873,5,3,2,1,2,1,1,2,1,1,,1,1,1,2
13874,3,1,2,2,,,,,,,,,,,1
13875,5,2,3,1,2,2,2,1,1,1,,1,1,1,16
13876,9,4,5,1,2,1,1,1,1,1,,1,2,2,1
13877,4,1,3,1,2,2,1,2,1,1,,2,2,2,3
13878,1,1,0,2,,,,,,,,,,,32
13879,3,1,2,1,2,2,2,1,1,1,,1,1,1,18
13880,2,1,1,2,,,,,,,,,,,19
13881,5,2,3,1,2,2,1,2,2,2,1,1,1,2,18
13882,2,0,2,2,,,,,,,,,,,6
13883,5,3,2,1,2,1,1,2,1,1,,2,2,2,27
13884,1,0,1,2,,,,,,,,,,,28
13885,3,1,2,2,,,,,,,,,,,28
13886,5,4,1,1,2,2,1,2,1,1,,1,1,2,32
13887,4,1,3,1,1,1,1,1,1,1,,1,1,1,11
13888,6,3,3,1,1,1,1,1,1,1,,1,3,1,4
13889,5,2,3,2,,,,,,,,,,,2
13890,4,3,1,1,2,2,1,2,1,2,1,1,1,1,5
13891,1,1,0,2,,,,,,,,,,,8
13892,1,0,1,2,,,,,,,,,,,18
13893,5,3,2,1,1,1,1,1,1,1,,1,1,2,24
13894,16,6,10,1,2,2,1,2,1,2,1,1,1,1,7
13895,2,0,2,2,,,,,,,,,,,4
13896,5,3,2,2,,,,,,,,,,,27
13897,5,3,2,1,1,1,1,2,1,1,,1,1,1,8
13898,5,1,4,1,2,2,1,1,1,2,6,1,1,1,18
13899,5,3,2,1,2,2,2,1,1,2,1,1,3,1,18
13900,2,1,1,1,2,2,1,2,1,2,2,1,1,1,14
13901,4,2,2,2,,,,,,,,,,,30
13902,1,0,1,2,,,,,,,,,,,12
13903,8,2,6,1,2,2,2,2,1,1,,2,2,2,20
13904,3,2,1,1,2,2,1,2,1,1,,2,1,2,5
13905,2,1,1,2,,,,,,,,,,,6
13906,5,3,2,1,2,1,1,2,1,1,,1,1,1,27
13907,2,1,1,2,,,,,,,,,,,7
13908,4,2,2,1,2,2,1,2,1,2,1,3,4,1,19
13909,2,1,1,2,,,,,,,,,,,3
13910,4,1,3,1,2,1,1,2,1,1,,2,2,2,14
13911,4,3,1,1,2,2,2,2,1,1,,1,1,2,9
13912,2,2,0,2,,,,,,,,,,,31
13913,2,1,1,1,2,1,1,1,1,1,,1,1,4,6
13914,5,1,4,2,,,,,,,,,,,24
13915,3,0,3,1,2,2,1,2,1,1,,1,1,1,8
13916,6,1,5,1,2,2,2,1,1,1,,2,1,1,16
13917,1,0,1,2,,,,,,,,,,,18
13918,3,1,2,1,2,2,1,1,1,2,7,2,2,2,6
13919,2,1,1,1,1,1,1,2,1,1,,2,2,2,31
13920,4,2,2,1,2,2,1,2,1,2,6,1,1,1,12
13921,5,1,4,1,2,1,2,2,1,2,1,2,1,2,27
13922,2,1,1,2,,,,,,,,,,,27
13923,2,1,1,2,,,,,,,,,,,15
13924,4,2,2,1,2,2,1,2,1,2,1,1,1,2,24
13925,4,2,2,1,2,2,1,2,1,2,1,1,1,1,31
13926,1,1,0,1,2,1,1,2,1,1,,1,1,1,6
13927,5,2,3,1,2,2,2,2,1,2,1,1,1,1,17
13928,6,3,3,2,,,,,,,,,,,23
13929,5,2,3,1,2,2,2,2,1,2,1,1,1,1,23
13930,3,2,1,1,1,1,1,2,1,1,,1,1,1,2
13931,4,2,2,1,1,1,1,1,1,1,,1,1,9,19
13932,4,2,2,1,1,1,1,2,1,1,,1,1,2,29
13933,2,1,1,2,,,,,,,,,,,31
13934,4,1,3,1,2,2,1,2,1,1,,1,1,1,25
13935,4,1,3,1,2,1,1,2,1,1,,1,2,1,27
13936,6,3,3,1,2,1,2,1,1,1,,2,1,3,13
13937,8,2,6,1,2,2,1,2,1,1,,1,1,1,17
13938,3,1,2,2,,,,,,,,,,,21
13939,1,0,1,2,,,,,,,,,,,12
13940,4,3,1,1,2,2,1,2,1,1,,2,2,2,13
13941,1,0,1,2,,,,,,,,,,,9
13942,3,2,1,2,,,,,,,,,,,6
13943,3,1,2,2,,,,,,,,,,,29
13944,5,2,3,1,2,2,1,2,1,1,,1,1,1,19
13945,4,2,2,1,2,2,2,2,1,2,1,3,3,2,29
13946,6,4,2,1,2,2,1,2,1,1,,1,1,1,28
13947,1,1,0,1,2,1,2,2,1,2,2,4,1,4,6
13948,4,2,2,1,1,1,1,2,1,1,,1,1,1,29
13949,5,3,2,1,2,2,1,2,1,1,,1,2,2,28
13950,5,3,2,1,1,1,1,1,1,1,,1,1,1,4
13951,5,1,4,2,,,,,,,,,,,21
13952,8,5,3,1,2,2,2,2,1,2,1,1,1,2,29
13953,5,3,2,1,1,2,1,2,1,1,,1,1,3,28
13954,3,2,1,2,,,,,,,,,,,28
13955,7,4,3,1,1,1,1,2,1,1,,1,2,2,28
13956,5,3,2,1,2,2,1,2,2,2,2,1,1,3,28
13957,10,4,6,1,2,2,1,2,1,2,1,3,3,3,29
13958,4,2,2,1,2,2,1,2,1,2,6,1,1,1,29
13959,6,3,3,1,2,2,1,2,1,1,,3,2,1,28
13960,4,2,2,1,2,2,2,2,1,2,1,2,2,2,28
13961,5,3,2,1,2,1,1,1,1,1,,1,1,1,26
13962,7,4,3,1,2,2,2,2,1,1,,1,1,3,18
13963,4,3,1,1,2,1,1,2,1,1,,1,1,1,2
13964,2,1,1,2,,,,,,,,,,,2
13965,8,5,3,1,2,2,1,1,2,1,,1,1,4,2
13966,4,2,2,1,2,2,1,2,1,1,,2,1,1,4
13967,4,2,2,1,2,2,2,2,1,2,1,1,1,1,27
13968,4,3,1,1,2,1,1,2,1,1,,3,1,1,18
13969,4,2,2,1,2,2,1,2,1,1,,3,1,4,31
13970,4,2,2,1,2,2,1,2,1,1,,1,1,1,1
13971,3,1,2,1,2,2,2,2,1,2,1,3,3,2,13
13972,2,1,1,2,,,,,,,,,,,11
13973,1,0,1,2,,,,,,,,,,,16
13974,3,2,1,1,2,2,1,2,1,1,,2,2,2,24
13975,2,1,1,1,2,1,1,1,1,2,1,1,1,1,10
13976,2,1,1,1,1,1,1,2,1,1,,2,2,2,11
13977,5,3,2,1,2,1,2,2,1,1,,1,1,1,30
13978,3,1,2,1,2,1,1,2,1,2,1,1,1,2,30
13979,2,1,1,2,,,,,,,,,,,26
13980,3,2,1,1,2,2,2,2,1,2,6,1,1,1,18
13981,1,1,0,2,,,,,,,,,,,4
13982,3,0,3,1,2,1,1,2,1,1,,2,2,1,27
13983,2,1,1,2,,,,,,,,,,,30
13984,2,0,2,1,2,2,1,2,1,1,,1,1,1,13
13985,3,2,1,2,,,,,,,,,,,12
13986,6,1,5,1,2,2,1,2,1,1,,1,1,1,16
13987,1,1,0,2,,,,,,,,,,,23
13988,1,0,1,2,,,,,,,,,,,13
13989,7,4,3,1,2,2,2,2,1,2,1,1,1,1,12
13990,3,2,1,2,,,,,,,,,,,12
13991,2,1,1,1,2,2,1,2,1,2,2,1,1,1,14
13992,3,1,2,1,2,1,1,2,1,1,,1,1,1,9
13993,5,2,3,1,2,2,1,2,1,2,1,1,2,1,31
13994,2,1,1,2,,,,,,,,,,,4
13995,3,1,2,1,1,1,1,2,1,1,,1,1,1,19
13996,2,1,1,1,2,2,1,2,1,2,1,1,1,1,12
13997,1,0,1,2,,,,,,,,,,,13
13998,9,5,4,1,2,1,2,2,1,1,,1,1,1,14
13999,8,4,4,1,2,2,2,2,2,2,1,1,1,2,14
14000,4,1,3,1,1,2,1,1,1,1,,1,2,1,15
14001,4,2,2,1,2,2,1,2,1,2,1,1,1,1,32
14002,2,1,1,2,,,,,,,,,,,32
14003,4,2,2,1,1,1,1,2,1,1,,1,1,1,32
14004,1,0,1,2,,,,,,,,,,,18
14005,9,4,5,1,1,1,1,2,1,1,,1,1,1,21
14006,4,3,1,1,2,1,1,2,1,1,,1,1,1,31
14007,5,2,3,1,2,2,1,2,1,2,1,1,1,1,15
14008,7,4,3,1,2,2,1,1,1,1,,3,2,2,26
14009,5,3,2,1,2,2,1,2,1,1,,1,1,1,25
14010,3,2,1,1,2,1,1,2,1,1,,1,1,3,8
14011,2,1,1,2,,,,,,,,,,,25
14012,6,3,3,1,2,2,2,2,1,2,1,1,1,1,6
14013,1,1,0,2,,,,,,,,,,,6
14014,2,1,1,2,,,,,,,,,,,16
14015,4,1,3,2,,,,,,,,,,,22
14016,4,1,3,1,2,1,1,1,1,1,,2,1,3,22
14017,5,3,2,1,2,1,1,2,1,1,,1,1,2,12
14018,3,1,2,1,2,1,1,1,1,1,,3,3,3,8
14019,4,2,2,1,2,2,2,2,1,2,1,3,2,2,6
14020,4,1,3,1,1,1,1,1,1,1,,1,1,3,13
14021,4,2,2,1,2,1,1,2,1,1,,1,1,2,12
14022,4,3,1,2,,,,,,,,,,,14
14023,6,4,2,1,1,1,2,2,1,2,9,2,2,2,17
14024,7,5,2,1,2,1,1,2,1,1,,1,1,1,18
14025,1,0,1,2,,,,,,,,,,,9
14026,1,1,0,2,,,,,,,,,,,14
14027,1,1,0,2,,,,,,,,,,,14
14028,6,4,2,1,2,1,1,1,1,1,,1,1,1,23
14029,2,1,1,2,,,,,,,,,,,6
14030,2,1,1,2,,,,,,,,,,,18
14031,2,1,1,2,,,,,,,,,,,8
14032,5,2,3,1,2,2,1,2,1,2,1,1,4,1,7
14033,2,1,1,2,,,,,,,,,,,8
14034,7,3,4,1,1,1,1,1,1,1,,1,1,1,8
14035,5,2,3,1,2,1,1,2,1,1,,2,3,2,13
14036,2,1,1,2,,,,,,,,,,,9
14037,4,3,1,2,,,,,,,,,,,9
14038,5,3,2,1,1,1,1,2,1,1,,1,1,1,4
14039,5,3,2,1,2,2,1,2,1,2,1,1,1,1,32
14040,3,2,1,2,,,,,,,,,,,6
14041,6,2,4,1,1,1,1,1,1,1,,1,1,1,29
14042,3,1,2,1,2,2,2,2,1,2,1,1,1,1,11
14043,3,2,1,2,,,,,,,,,,,32
14044,5,3,2,1,2,2,1,2,1,1,,1,1,1,32
14045,4,2,2,1,2,2,1,2,1,1,,1,1,2,32
14046,7,2,5,1,1,1,1,2,1,1,,1,1,1,12
14047,2,1,1,1,2,1,1,2,1,1,,1,1,1,23
14048,3,2,1,1,1,1,1,1,1,1,,1,1,3,23
14049,2,1,1,1,2,1,1,2,1,1,,2,3,2,23
14050,5,2,3,1,2,2,1,2,1,2,1,1,1,1,16
14051,4,1,3,1,2,1,1,1,1,1,,1,1,1,27
14052,5,3,2,1,2,2,1,1,1,1,,1,1,1,30
14053,5,3,2,1,2,2,1,2,1,1,,1,1,1,30
14054,2,1,1,2,,,,,,,,,,,30
14055,2,1,1,2,,,,,,,,,,,30
