FOLIO,N_REN,SEXO,EDAD,P3_1,PA3_1,PA3_2,PA3_3_NIVEL,PA3_4,PA3_5,PA3_6,PA3_7_1,PA3_7_2,PA3_7_3,PA3_8_1,PA3_8_2,PA3_8_3,PA3_8_4,PA3_8_5,PA3_8_6,PA3_8_7,PA3_8_8,PB3_1,PB3_2,PB3_3,FILTRO_A,PB3_4,PB3_5_NIVEL,PB3_6,PB3_7,PB3_8,PB3_9_1,PB3_9_2,PB3_9_3,PB3_10_1,PB3_10_2,PB3_10_3,PB3_10_4,PB3_10_5,PB3_11_1,PB3_11_2,PB3_11_3,PB3_11_4,PB3_11_5,PB3_12_1,PB3_12_2,PB3_12_3,PB3_12_4,PB3_12_5,PB3_12_6,PB3_12_7,PB3_12_8,FILTRO_B,PB3_13_1,PB3_13_2,PB3_13_3,PB3_13_4,PB3_13_5,PB3_13_6,PB3_13_7,PB3_14,PB3_15,PB3_16_1,PB3_16_2,PB3_16_3,PB3_16_4,PB3_16_5,ENT,NIVEL_A,GRADO_A,NIVEL_B,GRADO_B,FACTOR
5531,2,1,10,4,1,1,3,1,,3,2,,,1,2,2,2,1,2,2,2,1,,1,2,,2,2,10,1,1,2,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,7,2,2,2,2,1,26,3,4,2,5,660
5531,3,1,11,1,1,1,3,1,,3,2,,,1,2,2,2,1,2,2,2,1,,1,2,,2,3,,1,2,2,2,1,1,1,2,2,1,1,2,2,2,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,7,2,2,2,2,1,26,3,5,2,6,660
5531,1,1,7,4,1,1,3,1,,3,2,,,1,2,2,2,1,2,2,2,1,,1,2,,2,2,10,1,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,3,7,2,2,2,2,1,26,3,1,2,2,660
5534,1,1,21,2,1,1,8,1,,3,2,2,2,1,1,2,2,2,2,2,2,1,,1,2,,8,3,,1,1,1,1,9,9,9,9,9,1,1,1,2,2,1,1,2,2,2,1,2,2,2,,,,,,,,,,1,2,1,2,2,22,8,1,8,1,698
5534,2,1,24,2,2,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,698
5535,3,2,16,2,2,,,,,,,,,,,,,,,,,1,,1,2,,6,3,,1,1,1,9,2,1,1,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,,7,2,2,1,2,2,25,,,6,1,1287
5535,2,2,13,2,1,1,4,1,,1,2,2,2,1,2,2,2,2,1,2,2,1,,1,2,,3,3,,1,1,2,9,2,1,1,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,,7,1,1,1,2,2,25,4,2,3,2,1287
5535,1,1,10,2,1,1,3,1,,3,2,,,2,1,2,2,2,2,2,2,1,,1,2,,2,3,,1,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,15,7,1,2,1,2,2,25,3,4,2,5,1287
5537,2,2,6,1,1,1,2,1,,4,,,,1,2,1,2,1,2,2,2,1,,1,2,,2,3,,1,1,2,2,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,3,7,2,2,2,2,1,29,2,3,2,1,341
5537,3,2,11,1,1,1,3,1,,3,2,,,1,2,2,2,1,2,2,2,1,,1,2,,2,3,,1,2,2,2,1,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,4,7,2,2,2,2,1,29,3,5,2,6,341
5537,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,341
5538,2,1,12,1,1,1,4,1,,3,1,2,2,1,1,2,2,1,2,2,2,1,,1,2,,3,2,14,1,1,2,1,1,1,2,1,2,2,1,2,2,2,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,8,1,2,1,2,2,6,4,1,3,2,201
5538,1,1,8,1,1,1,3,1,,3,2,,,1,1,2,2,2,2,2,2,1,,1,2,,2,2,8,1,1,1,1,1,1,2,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,24,8,1,2,1,2,2,6,3,2,2,3,201
5540,2,1,13,6,1,1,3,1,,3,2,,,1,2,2,2,1,2,2,2,1,,1,2,,3,2,4,1,2,2,2,1,1,1,2,2,2,1,2,1,2,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,,2,2,2,2,2,1,24,3,6,3,1,734
5540,1,1,6,8,1,1,2,1,,4,,,,1,2,1,2,1,2,2,2,1,,1,2,,2,2,12,1,1,2,2,1,1,1,2,2,2,1,2,1,2,1,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,5,9,2,2,2,2,1,24,2,3,2,1,734
5543,4,2,28,10,1,1,6,1,,3,1,2,2,1,2,2,1,2,2,2,2,1,,1,2,,5,3,,2,1,1,2,2,2,1,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,,,,,,,,,,1,2,1,2,2,13,6,2,5,2,1760
5543,2,1,10,1,1,1,3,1,,3,2,,,1,2,1,2,2,2,2,2,1,,1,2,,2,3,,1,1,2,2,1,2,1,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,30,8,1,1,1,1,2,13,3,4,2,5,1760
5543,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,1760
5543,3,1,12,1,1,1,3,1,,3,2,,,1,2,1,2,2,2,2,2,1,,1,2,,3,3,,1,1,2,2,1,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,2,1,1,1,2,2,2,2,2,25,8,1,1,1,2,2,13,3,6,3,1,1760
5544,1,2,19,10,1,2,9,2,1,,,,,,,,,,,,,1,,2,2,,8,3,,1,2,2,2,1,1,1,1,2,1,2,2,2,2,1,1,2,2,1,1,2,2,2,,,,,,,,,,2,2,2,2,1,18,9,1,8,1,236
5545,2,2,26,7,1,2,9,1,,3,2,2,2,1,1,2,1,2,2,2,2,1,,2,2,,8,2,4,1,1,2,2,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,,,,,,,,,,2,2,2,2,1,18,9,2,8,3,308
5545,1,1,10,4,1,1,3,1,,3,1,,,1,1,2,2,2,2,2,2,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3,4,,,308
5547,4,1,26,1,2,,,,,,,,,,,,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,1110
5547,3,2,23,1,1,1,9,1,,3,1,2,2,1,1,2,2,2,1,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,9,5,,,1110
5547,1,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,1110
5547,2,1,15,1,1,1,4,1,,3,2,2,2,1,1,2,2,2,1,2,2,1,,1,2,,6,2,12,1,1,2,9,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,1,7,2,2,2,2,1,32,4,3,6,1,1110
5548,1,1,15,1,1,2,4,1,,3,2,2,2,1,1,1,1,1,2,2,2,1,,1,1,6,5,3,,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,5,8,2,2,2,2,1,4,4,3,5,1,404
5549,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,2508
5549,2,2,22,10,2,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,2508
5549,3,1,25,3,1,2,9,1,,1,2,2,2,2,2,1,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9,4,,,2508
5550,1,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,756
5552,1,1,19,1,1,1,9,2,14,,,,,,,,,,,,,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,9,1,,,735
5552,2,2,24,1,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,735
5553,1,2,18,1,1,1,6,1,,3,2,2,2,1,1,2,2,2,2,2,2,1,,1,2,,8,2,1,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,,,,,,,,,,1,2,2,2,2,8,6,3,8,1,779
5553,2,2,24,1,1,1,9,1,,3,2,2,2,1,1,2,2,2,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9,4,,,779
5554,1,1,15,2,1,1,4,1,,3,2,2,2,1,1,1,2,2,2,2,2,1,,1,2,,5,3,,1,1,1,1,1,2,1,1,1,2,1,2,2,2,1,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,7,7,1,2,1,2,2,7,4,3,5,1,1379
5555,2,2,12,1,1,1,3,1,,3,2,,,1,1,1,2,1,2,2,2,1,,1,2,,3,1,20,,2,2,2,1,1,1,1,2,2,1,2,2,2,1,1,2,1,1,1,2,2,1,1,2,2,1,2,2,2,3,7,2,2,1,2,2,3,3,6,3,1,259
5555,3,2,14,1,1,1,4,1,,3,2,2,2,1,1,2,2,1,2,2,2,1,,1,2,,3,1,20,,2,2,2,1,1,1,1,2,2,1,2,1,2,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,1,,7,2,2,2,2,1,3,4,2,3,3,259
5555,1,1,10,1,1,1,3,1,,3,1,,,1,1,1,2,1,2,2,2,1,,1,2,,2,2,20,2,1,9,2,1,1,1,1,2,2,1,2,2,2,1,1,2,1,2,1,2,2,1,1,2,2,1,2,2,2,8,7,2,2,2,2,1,3,3,5,2,6,259
5556,1,2,4,1,1,1,2,1,,4,,,,1,2,2,2,2,2,2,2,1,,1,2,,1,1,12,,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,10,7,2,2,2,2,1,16,2,2,1,3,1420
5556,2,2,8,1,1,1,3,1,,3,2,,,1,2,2,2,2,2,2,2,1,,1,2,,2,1,12,,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,5,7,2,2,2,2,1,16,3,3,2,4,1420
5558,1,1,21,2,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,3653
5559,2,2,18,2,1,1,7,1,,3,2,2,2,1,1,1,1,1,1,2,2,1,,1,2,,6,2,12,1,2,2,2,1,1,1,1,2,2,2,1,1,2,1,1,2,2,2,1,2,2,2,,,,,,,,,,1,2,2,2,2,14,7,2,6,3,3930
5559,1,2,6,2,1,1,3,1,,3,9,,,2,2,2,2,2,1,2,2,1,,1,2,,2,2,10,1,1,2,2,1,1,2,2,2,2,1,1,1,2,1,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,10,4,1,2,2,2,2,14,3,1,2,2,3930
5560,1,1,13,1,2,,,,,,,,,,,,,,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,1403
5562,1,1,29,10,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,1384
5563,1,1,5,1,1,1,2,1,,4,,,,1,2,1,2,1,2,2,2,1,,1,2,,1,2,4,1,2,2,2,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,10,7,2,2,2,2,1,12,2,2,1,3,879
5563,2,1,15,1,1,1,4,1,,3,2,2,2,1,1,1,2,1,1,2,2,1,,1,2,,5,3,,1,1,1,1,1,2,1,1,2,2,1,1,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,5,7,2,1,2,2,2,12,4,3,5,1,879
5564,1,1,29,10,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,2724
5565,1,1,27,3,2,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,1403
5567,2,1,17,1,1,1,6,1,,3,2,2,2,2,1,2,2,2,2,2,2,1,,1,2,,5,3,,1,1,2,2,1,1,1,1,2,1,1,2,2,2,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,,7,1,2,1,2,2,31,6,2,5,3,763
5567,1,1,14,1,1,1,4,1,,3,2,2,2,2,1,2,2,2,2,2,2,1,,1,2,,3,3,,1,1,2,2,1,2,1,1,2,1,1,2,2,2,1,2,1,1,2,1,2,2,1,2,2,2,1,2,2,2,9,7,1,2,1,2,2,31,4,2,3,3,763
5568,1,1,19,6,1,1,7,1,,3,2,1,1,1,1,2,2,1,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,7,3,,,4895
5573,3,2,18,1,1,1,5,1,,3,1,1,2,1,2,2,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,5,3,,,4184
5573,2,1,12,1,1,1,3,1,,3,2,,,1,1,2,2,1,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,3,6,,,4184
5573,1,2,3,6,2,,,,,,,,,,,,,,,,,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,4184
5574,2,1,21,10,1,1,9,1,,3,2,2,2,1,1,2,1,2,2,2,2,1,,1,2,,8,2,4,1,1,2,2,2,1,1,1,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,,,,,,,,,,2,2,2,2,1,15,9,3,8,4,5062
5574,1,1,13,7,1,1,4,1,,3,2,2,2,1,2,2,2,1,2,2,2,1,,1,2,,3,1,20,,1,2,2,1,1,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,,7,2,2,2,2,1,15,4,2,3,3,5062
5575,1,1,22,1,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,5251
5579,1,1,20,1,1,1,9,1,,3,2,2,2,1,1,2,1,1,2,2,2,1,,1,2,,8,3,,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,1,2,2,2,2,2,,,,,,,,,,1,2,2,2,2,12,9,2,8,3,890
5579,2,2,28,1,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,890
5580,2,1,18,8,1,1,6,1,,3,2,2,2,1,1,2,2,2,1,2,2,1,,1,2,,8,3,,1,1,1,9,1,2,1,1,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,,,,,,,,,,1,2,1,2,2,32,6,3,8,1,482
5580,3,1,25,3,2,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,482
5580,4,2,26,10,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,482
5580,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,482
5581,2,2,15,2,1,1,4,1,,3,2,2,2,1,2,1,2,1,1,2,2,1,,1,2,,5,3,,1,1,2,2,1,9,1,1,2,1,1,1,2,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,,8,2,2,2,2,1,6,4,3,5,1,242
5581,1,1,7,2,1,1,3,1,,3,2,,,1,2,1,2,1,1,2,2,1,,1,2,,2,3,,1,1,2,2,1,9,1,9,2,1,1,2,2,2,1,1,2,2,2,1,2,2,1,1,1,2,2,2,2,2,5,8,2,2,2,2,1,6,3,1,2,2,242
5583,1,1,18,10,2,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,7699
5584,4,1,15,7,1,1,4,1,,3,2,2,2,1,2,2,2,1,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,4,3,,,23859
5584,6,2,21,10,2,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,23859
5584,5,2,17,7,1,1,6,1,,3,2,2,2,1,2,2,2,1,1,2,2,1,,1,2,,5,1,20,,1,2,2,1,1,1,1,9,1,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,,7,2,2,1,2,2,15,6,1,5,2,23859
5584,1,1,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,23859
5584,2,1,4,7,1,1,2,1,,4,,,,1,2,2,2,2,2,2,2,1,,1,2,,1,2,8,1,2,2,2,1,1,2,2,9,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,8,7,1,2,2,2,2,15,2,2,1,2,23859
5584,3,1,11,7,1,1,3,1,,3,2,,,1,2,2,2,1,2,2,2,1,,1,2,,2,1,20,,1,2,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,4,7,1,2,2,2,2,15,3,5,2,6,23859
5585,2,2,25,1,2,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,5104
5585,1,1,13,1,1,1,4,1,,3,1,2,2,1,2,2,2,1,2,2,2,1,,1,2,,3,1,16,,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,3,7,1,2,1,2,2,15,4,1,3,2,5104
5586,1,2,25,3,1,2,9,1,,3,2,2,2,1,1,2,2,1,2,2,2,1,,2,2,,8,3,,2,1,1,2,1,1,1,1,2,1,1,2,2,2,2,1,1,2,2,1,2,2,2,,,,,,,,,,1,2,2,2,2,30,9,9,8,9,6326
5586,2,1,27,10,1,1,9,1,,3,2,2,2,1,1,2,2,2,2,2,2,1,,1,2,,8,3,,2,1,1,1,1,2,1,1,2,1,1,2,2,2,2,1,1,2,2,1,2,2,2,,,,,,,,,,2,2,2,2,1,30,9,1,8,2,6326
5588,1,1,8,1,1,1,3,1,,3,1,,,1,1,2,1,1,2,2,2,1,,1,2,,2,2,8,1,1,2,1,1,1,2,1,2,2,1,1,1,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,9,8,2,2,2,2,1,30,3,2,2,3,1730
5590,1,2,5,1,2,,,,,,,,,,,,,,,,,1,,1,2,,1,2,8,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,10,7,2,2,2,2,1,30,,,1,3,8512
5590,2,1,7,1,1,1,3,1,,3,2,,,1,1,2,1,1,1,2,2,1,,1,2,,2,2,8,1,2,2,2,1,1,1,1,2,1,1,2,1,2,1,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,10,7,2,2,2,2,1,30,3,2,2,3,8512
5590,3,1,29,3,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,8512
5592,1,1,19,10,1,1,9,2,3,,,,,,,,,,,,,1,,1,2,,8,2,4,1,1,1,2,1,1,1,1,2,2,2,1,1,2,1,1,1,2,2,1,2,2,2,,,,,,,,,,2,2,1,2,2,32,9,1,8,1,341
5592,3,1,24,7,1,1,9,1,,3,2,1,2,1,1,2,2,2,1,2,2,1,,1,2,,8,1,2,,2,2,2,1,1,1,1,2,1,2,1,1,2,2,2,1,2,2,1,2,2,2,,,,,,,,,,2,2,2,2,1,32,9,2,8,3,341
5592,5,1,29,7,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,341
5592,4,1,27,7,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,341
5592,2,1,21,7,1,1,9,1,,3,2,1,2,1,1,2,2,2,1,2,2,1,,1,2,,8,2,4,1,2,2,2,1,1,1,1,2,1,2,1,1,2,2,1,2,2,2,1,2,2,2,,,,,,,,,,2,2,1,2,2,32,9,3,8,4,341
5593,1,2,18,1,2,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,2514
5596,1,1,26,4,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,212
5597,1,2,25,2,2,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,349
5599,1,1,13,1,1,1,3,1,,3,2,,,1,1,1,2,2,2,2,2,1,,1,2,,3,3,,1,1,2,2,1,2,1,2,1,2,1,1,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,10,7,1,2,2,2,2,19,3,6,3,1,2148
5600,2,1,21,1,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,2335
5600,1,1,5,1,1,1,2,1,,4,,,,2,1,2,2,2,1,2,2,1,,1,2,,1,3,,3,1,2,2,1,2,1,1,2,2,1,2,2,2,1,1,2,2,2,1,2,2,1,1,1,2,2,2,2,2,20,7,2,2,2,2,1,16,2,2,1,3,2335
5602,1,1,3,1,2,,,,,,,,,,,,,,,,,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,1043
5602,3,2,13,1,1,1,4,1,,3,2,2,2,1,1,2,2,1,2,2,2,1,,1,2,,3,3,,1,1,2,2,1,2,1,1,2,1,1,1,2,2,1,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,5,8,1,1,1,1,2,26,4,1,3,2,1043
5602,2,1,6,1,1,1,2,1,,4,,,,1,2,2,2,1,2,2,2,1,,1,2,,2,2,20,1,1,2,2,1,1,2,1,2,2,1,2,1,2,1,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,10,8,1,1,1,2,2,26,2,3,2,1,1043
5604,1,1,6,1,1,1,2,1,,4,,,,1,2,2,2,1,2,2,2,1,,1,2,,2,2,8,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,10,7,2,2,2,2,1,17,2,3,2,1,353
5605,1,1,21,1,1,1,9,1,,3,2,2,2,2,1,2,2,2,2,2,2,1,,1,2,,8,3,,1,1,2,2,2,2,1,1,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,,,,,,,,,,2,2,2,2,1,20,9,4,8,5,551
5607,2,2,10,1,1,1,3,1,,3,2,,,1,1,2,2,1,2,2,2,1,,1,2,,2,3,,1,1,1,2,1,2,1,1,2,2,1,1,2,2,1,2,2,2,2,1,2,2,1,1,2,1,2,2,2,2,5,7,2,2,2,1,2,19,3,4,2,5,2684
5607,1,1,7,1,1,1,3,1,,3,2,,,1,1,2,2,1,2,2,2,1,,1,2,,2,3,,1,1,1,2,1,2,1,1,2,2,1,1,2,2,1,2,2,2,2,1,2,2,1,1,1,1,2,2,2,2,10,7,2,2,1,2,2,19,3,1,2,2,2684
5607,3,2,12,1,1,1,3,1,,3,1,,,1,1,2,2,1,2,2,2,1,,1,2,,3,3,,1,1,1,2,1,2,1,1,2,1,1,1,2,2,1,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,3,7,2,2,2,1,2,19,3,6,3,1,2684
5608,2,2,14,6,1,1,4,1,,3,2,2,2,1,2,2,2,1,1,2,2,1,,1,2,,5,3,,1,1,1,1,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,,7,1,1,1,1,2,26,4,3,5,1,1087
5608,1,1,10,6,1,1,3,1,,3,2,,,1,2,2,2,2,2,2,2,1,,1,2,,2,3,,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,3,7,1,1,1,1,2,26,3,4,2,5,1087
5609,1,1,24,10,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,862
5610,1,2,18,10,1,1,6,1,,3,2,2,2,1,1,2,2,1,2,2,2,1,,1,2,,5,2,12,1,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,1,1,1,2,2,2,,,,,,,,,,1,2,2,2,2,19,6,2,5,3,3059
5611,1,2,28,10,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,4339
5611,2,1,28,3,2,,,,,,,,,,,,,,,,,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,4339
5613,3,2,17,1,1,1,6,1,,3,2,1,1,1,1,2,2,1,1,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,6,1,,,4007
5613,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,4007
5613,5,1,21,1,2,,,,,,,,,,,,,,,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,4007
5613,2,1,5,1,1,1,2,1,,4,,,,1,2,2,2,1,2,2,2,1,,1,2,,1,3,,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,10,7,2,2,1,2,2,19,2,2,1,3,4007
5613,4,2,18,8,2,,,,,,,,,,,,,,,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,4007
5615,2,2,4,2,1,1,2,1,,4,,,,1,2,1,2,2,2,2,2,1,,1,2,,1,1,4,,2,2,2,1,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,4,7,2,1,2,2,2,4,2,1,1,2,453
5615,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,453
5616,2,2,21,8,2,,,,,,,,,,,,,,,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,423
